"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MLS194110050","fellb101","MLS","1","value","15","","20","2","","","0","1","1","3","","3","0","1","0","0","","1","","","1","","","19411005","0","STL07","KCM","W","exhibition","y"
"MLS194110050","fellb101","MLS","1","lower","15","","","2","","","0","1","1","3","","3","0","1","0","","","","","","","","","19411005","0","STL07","KCM","W","exhibition","y"
"MLS194110050","fellb101","MLS","1","upper","15","","","2","","","0","1","1","3","","3","0","1","0","","","","","","","","","19411005","0","STL07","KCM","W","exhibition","y"
"PRK194510030","fellb101","PRK","1","value","15","0","20","3","1","0","0","0","0","0","0","3","1","1","0","0","0","","","","1","","","19451003","0","SAN03","KCR","L","exhibition","y"
"PRK194510030","fellb101","PRK","1","lower","15","","","3","","0","0","0","0","0","0","3","1","1","0","","0","","","","","","","19451003","0","SAN03","KCR","L","exhibition","y"
"PRK194510030","fellb101","PRK","1","upper","15","","","3","","0","0","0","0","0","0","10","1","1","0","","0","","","","","","","19451003","0","SAN03","KCR","L","exhibition","y"
"ASF194510240","fellb101","ASF","1","value","18","0","20","1","0","0","0","0","0","1","0","0","0","1","0","0","0","","","","1","","","19451024","0","SAN03","KCR","L","exhibition","y"
"ASF194510240","fellb101","ASF","1","lower","18","","","1","","0","0","0","0","1","0","0","0","1","0","","0","","","","","","","19451024","0","SAN03","KCR","L","exhibition","y"
"ASF194510240","fellb101","ASF","1","upper","18","","","1","","0","0","0","0","1","0","14","0","1","0","","0","","","","","","","19451024","0","SAN03","KCR","L","exhibition","y"
"ASF194609300","fellb101","ASF","1","value","9","0","12","2","2","0","0","1","0","0","0","3","0","0","0","0","0","","","","1","","","19460930","0","PIT06","ASP","L","exhibition","y"
"ASF194609300","fellb101","ASF","1","lower","9","","","2","","0","0","1","0","0","0","3","0","0","0","","0","","","","","","","19460930","0","PIT06","ASP","L","exhibition","y"
"ASF194609300","fellb101","ASF","1","upper","9","","","2","","0","0","1","0","0","0","3","0","0","0","","0","","","","","","","19460930","0","PIT06","ASP","L","exhibition","y"
"ASP194610011","fellb101","ASF","1","value","9","","","5","","0","0","2","","3","","2","0","0","0","","","","","","1","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASP194610011","fellb101","ASF","1","lower","9","","","5","","0","0","2","","3","","2","0","0","0","","","","","","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASP194610011","fellb101","ASF","1","upper","9","","","5","","0","0","2","","3","","2","0","0","0","","","","","","","","","19461001","1","YOU01","ASP","W","exhibition","y"
"ASF194610012","fellb101","ASF","1","value","6","","7","1","","","0","0","0","0","","3","0","0","0","0","","","","","1","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASF194610012","fellb101","ASF","1","lower","6","","","1","","","0","0","0","0","","3","0","0","0","","","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASF194610012","fellb101","ASF","1","upper","6","","","1","","","0","0","0","0","","3","0","0","0","","","","","","","","","19461001","2","CLE07","ASP","W","exhibition","y"
"ASP194610020","fellb101","ASF","1","value","9","","","1","","","","0","0","2","","1","","","","","","","","","1","","","19461002","0","CHI10","ASP","W","exhibition",""
"ASP194610020","fellb101","ASF","1","lower","9","","","1","","","","0","0","2","","1","","","","","","","","","","","","19461002","0","CHI10","ASP","W","exhibition",""
"ASP194610020","fellb101","ASF","1","upper","9","","","1","","","","0","0","2","","1","","","","","","","","","","","","19461002","0","CHI10","ASP","W","exhibition",""
"ASF194610030","fellb101","ASF","1","value","9","","","1","","","","0","0","","","","","","","","","","","","1","","","19461003","0","CIN07","ASP","W","exhibition",""
"ASF194610030","fellb101","ASF","1","lower","9","","","1","","","","0","0","","","","","","","","","","","","","","","19461003","0","CIN07","ASP","W","exhibition",""
"ASF194610030","fellb101","ASF","1","upper","9","","","1","","","","0","0","","","","","","","","","","","","","","","19461003","0","CIN07","ASP","W","exhibition",""
"ASP194610050","fellb101","ASF","1","value","6","","","2","","","","0","0","","","1","","","","","","","","","1","","","19461005","0","NWK04","ASP","W","exhibition",""
"ASP194610050","fellb101","ASF","1","lower","6","","","2","","","","0","0","","","1","","","","","","","","","","","","19461005","0","NWK04","ASP","W","exhibition",""
"ASP194610050","fellb101","ASF","1","upper","6","","","2","","","","0","0","","","1","","","","","","","","","","","","19461005","0","NWK04","ASP","W","exhibition",""
"ASF194610061","fellb101","ASF","1","value","15","0","22","4","1","0","1","2","2","4","0","0","0","0","0","0","0","","1","","1","","","19461006","1","NYC16","ASP","L","exhibition","y"
"ASF194610061","fellb101","ASF","1","lower","15","","","4","","","1","0","0","4","0","0","0","0","0","","0","","","","","","","19461006","1","NYC16","ASP","L","exhibition","y"
"ASF194610061","fellb101","ASF","1","upper","15","","","4","","","1","0","2","4","0","0","0","0","0","","0","","","","","","","19461006","1","NYC16","ASP","L","exhibition","y"
"ASP194610062","fellb101","ASF","1","value","3","0","4","1","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","1","","","19461006","2","BAL14","ASP","L","exhibition","y"
"ASP194610062","fellb101","ASF","1","lower","3","","","1","","","0","0","0","0","0","3","0","0","0","","0","","","","","","","19461006","2","BAL14","ASP","L","exhibition","y"
"ASP194610062","fellb101","ASF","1","upper","3","","","1","","","0","0","0","0","0","3","0","0","0","","0","","","","","","","19461006","2","BAL14","ASP","L","exhibition","y"
"ASF194610070","fellb101","ASF","1","value","9","","10","1","0","","0","0","0","0","","5","0","0","0","","","","","","1","","","19461007","0","COL05","ASP","L","exhibition","y"
"ASF194610070","fellb101","ASF","1","lower","9","","","1","0","","0","0","0","0","","5","0","0","0","","","","","","","","","19461007","0","COL05","ASP","L","exhibition","y"
"ASF194610070","fellb101","ASF","1","upper","9","","","1","0","","0","0","0","0","","5","0","0","0","","","","","","","","","19461007","0","COL05","ASP","L","exhibition","y"
"ASP194610080","fellb101","ASF","1","value","9","0","13","2","0","0","0","1","0","1","0","0","0","0","0","0","0","","","","1","","","19461008","0","DAY03","ASP","W","exhibition","y"
"ASP194610080","fellb101","ASF","1","lower","9","","","2","","","0","1","","1","0","0","0","0","0","","0","","","","","","","19461008","0","DAY03","ASP","W","exhibition","y"
"ASP194610080","fellb101","ASF","1","upper","9","","","2","","","0","1","","1","0","2","0","0","0","","0","","","","","","","19461008","0","DAY03","ASP","W","exhibition","y"
"ASF194610100","fellb101","ASF","1","value","6","0","14","8","1","1","0","5","4","0","0","0","0","0","0","0","0","","","","1","","","19461010","0","RCI01","ASP","W","exhibition","y"
"ASF194610100","fellb101","ASF","1","lower","6","","","8","","","0","5","","0","0","0","0","0","0","","0","","","","","","","19461010","0","RCI01","ASP","W","exhibition","y"
"ASF194610100","fellb101","ASF","1","upper","6","","","8","","","0","5","","0","0","2","0","0","0","","0","","","","","","","19461010","0","RCI01","ASP","W","exhibition","y"
"ASF194610121","fellb101","ASF","2","value","9","0","14","3","1","0","0","0","0","2","0","4","1","0","0","0","0","","","","","","","19461012","1","CBI01","ASP","W","exhibition","y"
"ASF194610121","fellb101","ASF","2","lower","9","","","3","","0","0","0","0","2","0","4","1","0","0","","0","","","","","","","19461012","1","CBI01","ASP","W","exhibition","y"
"ASF194610121","fellb101","ASF","2","upper","9","","","3","","0","0","0","0","2","0","4","1","0","0","","0","","","","","","","19461012","1","CBI01","ASP","W","exhibition","y"
"ASP194610122","fellb101","ASF","1","value","9","0","12","3","2","0","0","1","1","0","0","0","0","0","0","1","0","","","","1","","","19461012","2","WIC01","ASP","W","exhibition","y"
"ASP194610122","fellb101","ASF","1","lower","9","","","3","","","0","1","","0","0","0","","","","","0","","","","","","","19461012","2","WIC01","ASP","W","exhibition","y"
"ASP194610122","fellb101","ASF","1","upper","9","","","3","","","0","1","","0","0","5","","","","","0","","","","","","","19461012","2","WIC01","ASP","W","exhibition","y"
"ASP194610130","fellb101","ASF","1","value","9","0","11","1","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","1","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASP194610130","fellb101","ASF","1","lower","9","","","1","","0","0","0","0","0","0","1","0","0","0","","0","","","","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASP194610130","fellb101","ASF","1","upper","9","","","1","","0","0","0","0","0","0","3","0","0","0","","0","","","","","","","19461013","0","KAN05","ASP","L","exhibition","y"
"ASF194610140","fellb101","ASF","1","value","9","0","9","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","","","1","","","19461014","0","KAN05","ASP","W","exhibition","y"
"ASF194610140","fellb101","ASF","1","lower","9","","","0","","0","0","0","0","0","0","6","0","0","0","","0","","","","","","","19461014","0","KAN05","ASP","W","exhibition","y"
"ASF194610140","fellb101","ASF","1","upper","9","","","0","","0","0","0","0","0","0","6","0","0","0","","0","","","","","","","19461014","0","KAN05","ASP","W","exhibition","y"
"KCR194610160","fellb101","ASF","1","value","15","0","23","5","0","0","0","3","1","2","0","0","0","0","0","0","0","1","","","1","","","19461016","0","LOS02","KCR","W","exhibition","y"
"KCR194610160","fellb101","ASF","1","lower","15","","","5","0","0","0","3","","2","0","0","0","0","0","","0","","","","","","","19461016","0","LOS02","KCR","W","exhibition","y"
"KCR194610160","fellb101","ASF","1","upper","15","","","5","0","0","0","3","","2","0","7","0","0","0","","0","","","","","","","19461016","0","LOS02","KCR","W","exhibition","y"
"ASF194610170","fellb101","ASF","1","value","15","0","20","4","1","0","0","0","0","1","0","0","0","0","0","2","0","1","","","1","","","19461017","0","SAN03","KCR","W","exhibition","y"
"ASF194610170","fellb101","ASF","1","lower","15","","","2","","0","0","0","0","1","0","0","0","0","0","","0","","","","","","","19461017","0","SAN03","KCR","W","exhibition","y"
"ASF194610170","fellb101","ASF","1","upper","15","","","2","","0","0","0","0","1","0","2","0","0","0","","0","","","","","","","19461017","0","SAN03","KCR","W","exhibition","y"
"ASF194710140","fellb101","ASF","1","value","12","0","18","5","1","0","0","1","1","1","0","2","0","0","0","1","0","1","","","1","","","19471014","0","SAN03","KCR","W","exhibition","y"
"ASF194710140","fellb101","ASF","1","lower","12","","","5","","0","0","1","1","1","0","2","0","0","0","","0","","","","","","","19471014","0","SAN03","KCR","W","exhibition","y"
"ASF194710140","fellb101","ASF","1","upper","12","","","5","","0","0","1","1","1","0","5","0","0","0","","0","","","","","","","19471014","0","SAN03","KCR","W","exhibition","y"
"KCR194710150","fellb101","ASF","1","value","12","0","14","4","2","0","0","0","0","1","0","0","0","0","0","0","0","1","","","1","","","19471015","0","LOS02","KCR","W","exhibition","y"
"KCR194710150","fellb101","ASF","1","lower","12","","","4","","0","0","0","0","1","0","0","0","0","0","","0","","","","","","","19471015","0","LOS02","KCR","W","exhibition","y"
"KCR194710150","fellb101","ASF","1","upper","12","","","4","","0","0","0","0","1","0","2","0","0","0","","0","","","","","","","19471015","0","LOS02","KCR","W","exhibition","y"
"ASF194710160","fellb101","ASF","1","value","15","0","17","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","1","","","19471016","0","OAK02","KCR","W","exhibition","y"
"ASF194710160","fellb101","ASF","1","lower","12","","","1","0","0","0","0","0","0","0","0","0","1","0","","0","","","","","","","19471016","0","OAK02","KCR","W","exhibition","y"
"ASF194710160","fellb101","ASF","1","upper","12","","","1","0","0","0","0","0","0","0","5","0","1","0","","0","","","","","","","19471016","0","OAK02","KCR","W","exhibition","y"
"KCR194710170","fellb101","ASF","1","value","12","","","2","","","","0","0","","","7","","","","","","1","","","1","","","19471017","0","SFO01","KCR","W","exhibition",""
"KCR194710170","fellb101","ASF","1","lower","12","","","2","","","","0","0","","","7","","","","","","","","","","","","19471017","0","SFO01","KCR","W","exhibition",""
"KCR194710170","fellb101","ASF","1","upper","12","","","2","","","","0","0","","","7","","","","","","","","","","","","19471017","0","SFO01","KCR","W","exhibition",""
"ASF194710180","fellb101","ASF","1","value","12","","","3","","","","1","","","","6","","","","","","","","","1","","","19471018","0","SAN03","KCR","L","exhibition",""
"ASF194710180","fellb101","ASF","1","lower","12","","","3","","","","1","","","","6","","","","","","","","","","","","19471018","0","SAN03","KCR","L","exhibition",""
"ASF194710180","fellb101","ASF","1","upper","12","","","3","","","","1","","","","6","","","","","","","","","","","","19471018","0","SAN03","KCR","L","exhibition",""
"KCR194710190","fellb101","ASF","1","value","15","0","18","3","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","1","","","19471019","0","LOS02","KCR","W","exhibition","y"
"KCR194710190","fellb101","ASF","1","lower","15","","","3","0","0","0","1","1","0","0","0","0","0","0","","0","","","","","","","19471019","0","LOS02","KCR","W","exhibition","y"
"KCR194710190","fellb101","ASF","1","upper","15","","","3","0","0","0","1","1","0","0","5","0","0","0","","0","","","","","","","19471019","0","LOS02","KCR","W","exhibition","y"
"KCR194711020","fellb101","ASF","1","value","24","0","38","11","0","0","2","8","5","1","0","0","2","0","0","1","0","","1","","1","","1","19471102","0","LOS02","KCR","L","exhibition","y"
"KCR194711020","fellb101","ASF","1","lower","24","","34","11","0","0","2","8","5","1","","0","0","0","0","1","","","","","","","","19471102","0","LOS02","KCR","L","exhibition","y"
"KCR194711020","fellb101","ASF","1","upper","24","","38","11","1","0","2","8","5","1","","3","2","0","0","1","","","","","","","","19471102","0","LOS02","KCR","L","exhibition","y"
