"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NY5194406111","glenh103","PH5","9","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19440611","1","NYC16","NY5","L","regular","y"
"NW2194406252","glenh103","PH5","","","value","","","","","","","","","","","","","","","","","","","","","19440625","2","NWK04","NW2","L","regular",""
"NW2194406252","glenh103","PH5","","","lower","","","","","","","","","","","","","","","","","","","","","19440625","2","NWK04","NW2","L","regular",""
"NW2194406252","glenh103","PH5","","","upper","","","","","","","","","","","","","","","","","","","","","19440625","2","NWK04","NW2","L","regular",""
"NY5194407091","glenh103","PH5","9","2","value","0","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","19440709","1","NYC14","NY5","W","regular","y"
"NY5194407091","glenh103","PH5","9","2","lower","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19440709","1","NYC14","NY5","W","regular","y"
"NY5194407091","glenh103","PH5","9","2","upper","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19440709","1","NYC14","NY5","W","regular","y"
"NY6194407232","glenh103","PH5","","","value","","","","","","","","","","","","","","","","","","","","","19440723","2","NYC16","NY6","L","regular",""
"NY6194407232","glenh103","PH5","","","lower","","","","","","","","","","","","","","","","","","","","","19440723","2","NYC16","NY6","L","regular",""
"NY6194407232","glenh103","PH5","","","upper","","","","","","","","","","","","","","","","","","","","","19440723","2","NYC16","NY6","L","regular",""
"PH5194408170","glenh103","PH5","6","2","value","2","0","1","1","0","0","","0","","0","0","0","","0","","","0","","","","19440817","0","PHI17","NY5","W","regular","y"
"PH5194408170","glenh103","PH5","6","2","lower","2","0","1","1","0","0","","0","","0","","","","0","","","0","","","","19440817","0","PHI17","NY5","W","regular","y"
"PH5194408170","glenh103","PH5","6","2","upper","2","0","1","1","0","0","","0","","0","","","","0","","","0","","","","19440817","0","PHI17","NY5","W","regular","y"
"PH5194409020","glenh103","PH5","2","2","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","1","","19440902","0","PHI17","HOM","L","exhibition","y"
"PH5194409020","glenh103","PH5","2","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19440902","0","PHI17","HOM","L","exhibition","y"
"PH5194409020","glenh103","PH5","2","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19440902","0","PHI17","HOM","L","exhibition","y"
"PH5194409041","glenh103","PH5","9","1","value","3","0","0","","","","","","","","","","","","","","","","","","19440904","1","PHI17","NY5","W","regular","y"
"PH5194409041","glenh103","PH5","9","1","lower","","0","0","","","","","","","","","","","","","","","","","","19440904","1","PHI17","NY5","W","regular","y"
"PH5194409041","glenh103","PH5","9","1","upper","","0","0","","","","","","","","","","","","","","","","","","19440904","1","PHI17","NY5","W","regular","y"
"PH5194506300","glenh103","PH5","9","2","value","1","0","0","","","","","","","","0","0","","","","","","","1","","19450630","0","PHI17","HOM","L","regular","y"
"PH5194506300","glenh103","PH5","9","2","lower","1","0","0","","","","","","","","","","","","","","","","","","19450630","0","PHI17","HOM","L","regular","y"
"PH5194506300","glenh103","PH5","9","2","upper","1","0","0","","","","","","","","","","","","","","","","","","19450630","0","PHI17","HOM","L","regular","y"
"HOM194507081","glenh103","PH5","8","2","value","1","0","0","0","0","0","0","0","","0","0","0","0","0","","","0","","1","","19450708","1","WAS09","HOM","L","regular","y"
"HOM194507081","glenh103","PH5","8","2","lower","1","0","0","0","0","0","0","0","","0","","","0","0","","","0","","","","19450708","1","WAS09","HOM","L","regular","y"
"HOM194507081","glenh103","PH5","8","2","upper","1","0","0","0","0","0","0","0","","0","","","0","0","","","0","","","","19450708","1","WAS09","HOM","L","regular","y"
"HOM194507082","glenh103","PH5","","","value","","1","1","","","","","","","","","","","","","","","","1","","19450708","2","WAS09","HOM","L","regular",""
"HOM194507082","glenh103","PH5","","","lower","1","1","1","","","","","","","","","","","","","","","","","","19450708","2","WAS09","HOM","L","regular",""
"HOM194507082","glenh103","PH5","","","upper","1","2","2","","","","","","","","","","","","","","","","","","19450708","2","WAS09","HOM","L","regular",""
