"gid","team","inn1","inn2","inn3","inn4","inn5","inn6","inn7","inn8","inn9","inn10","inn11","inn12","inn13","inn14","inn15","inn16","inn17","inn18","inn19","inn20","inn21","inn22","inn23","inn24","inn25","inn26","inn27","inn28","lob","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","d_po","d_a","d_e","d_dp","d_tp","d_pb","start_l1","start_l2","start_l3","start_l4","start_l5","start_l6","start_l7","start_l8","start_l9","start_f1","start_f2","start_f3","start_f4","start_f5","start_f6","start_f7","start_f8","start_f9","start_f10","date","number","site","opp","wl","gametype","box","season"
"ASF194710160","KCR","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","5","upper","31","1","5","0","0","0","1","1","","0","","","","0","","","0","27","","34","8","1","0","2","6","","1","","7","0","0","0","0","","27","","2","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","mccow102","mccow102","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471016","0","OAK02","ASF","L","exhibition","y","1947"
"KCR194710170","KCR","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","value","","2","6","","","","","","","","","","","","","","","27","","","9","1","","1","7","","","","","","","","","","27","","3","","0","","","","","","","","","","","newbj101","greej108","","","","","","","","","19471017","0","SFO01","ASF","L","exhibition","","1947"
"KCR194710170","KCR","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","lower","","2","6","","","","","","","","","","","","","","","27","","","9","1","","1","7","","","","","","","","","","27","","3","","0","","","","","","","","","","","newbj101","greej108","","","","","","","","","19471017","0","SFO01","ASF","L","exhibition","","1947"
"KCR194710170","KCR","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","upper","","2","6","","","","","","","","","","","","","","","27","","","9","1","","1","7","","","","","","","","","","27","","3","","0","","","","","","","","","","","newbj101","greej108","","","","","","","","","19471017","0","SFO01","ASF","L","exhibition","","1947"
"ASF194710180","KCR","0","1","0","0","2","0","0","0","2","","","","","","","","","","","","","","","","","","","","","value","","5","7","","1","","2","","","","1","","","","","","","27","","","9","","","2","4","","","","","","","","","","27","","0","","0","","","","","","","","","","","richg102","renfc101","","","","","","","","","19471018","0","SAN03","ASF","W","exhibition","","1947"
"ASF194710180","KCR","0","1","0","0","2","0","0","0","2","","","","","","","","","","","","","","","","","","","","","lower","","5","7","","1","","2","","","","1","","","","","","","27","","","9","","","2","4","","","","","","","","","","27","","0","","0","","","","","","","","","","","richg102","renfc101","","","","","","","","","19471018","0","SAN03","ASF","W","exhibition","","1947"
"ASF194710180","KCR","0","1","0","0","2","0","0","0","2","","","","","","","","","","","","","","","","","","","","","upper","","5","7","","1","","2","","","","1","","","","","","","27","","","9","","","2","4","","","","","","","","","","27","","0","","0","","","","","","","","","","","richg102","renfc101","","","","","","","","","19471018","0","SAN03","ASF","W","exhibition","","1947"
"KCR194710190","KCR","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","value","31","1","4","0","0","0","1","0","0","0","2","0","0","2","0","1","0","27","0","33","5","1","0","2","2","2","1","0","0","0","0","0","0","0","27","3","0","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471019","0","LOS02","ASF","L","exhibition","y","1947"
"KCR194710190","KCR","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","lower","31","1","4","0","0","0","1","0","","0","","","","2","","","0","27","","32","5","1","0","2","2","2","1","","0","0","0","0","0","","27","3","0","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471019","0","LOS02","ASF","L","exhibition","y","1947"
"KCR194710190","KCR","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","5","upper","31","1","4","0","0","0","1","0","","0","","","","2","","","0","27","","33","5","1","0","2","2","2","1","","8","0","0","0","0","","27","3","0","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","scotj106","tatug101","greej108","paigs101","paigs101","greej108","tatug101","neilr101","davip102","willj111","hoskb101","scotj106","steee102","","19471019","0","LOS02","ASF","L","exhibition","y","1947"
"KCR194710230","KCR","1","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","10","value","45","4","9","2","0","0","4","0","0","1","6","0","0","0","1","0","0","39","0","49","9","1","0","0","3","2","3","0","0","0","0","0","1","0","39","17","4","2","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","tatug101","haywb102","paigs101","paigs101","haywb102","tatug101","neilr101","renfc101","willj111","hoskb101","davip102","steee102","","19471023","0","LOS02","MLS","W","exhibition","y","1947"
"KCR194710230","KCR","1","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","10","lower","45","4","9","2","0","0","2","0","","1","","","","0","","","0","39","","45","9","1","0","0","3","2","3","","0","0","0","0","1","0","39","17","4","2","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","tatug101","haywb102","paigs101","paigs101","haywb102","tatug101","neilr101","renfc101","willj111","hoskb101","davip102","steee102","","19471023","0","LOS02","MLS","W","exhibition","y","1947"
"KCR194710230","KCR","1","1","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","10","upper","45","4","9","2","0","0","4","0","","1","","","","0","","","0","39","","49","9","1","0","0","3","2","3","","12","0","0","0","1","1","39","17","4","2","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","tatug101","haywb102","paigs101","paigs101","haywb102","tatug101","neilr101","renfc101","willj111","hoskb101","davip102","steee102","","19471023","0","LOS02","MLS","W","exhibition","y","1947"
"KCR194710260","KCR","0","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","7","value","29","3","7","1","1","0","3","0","0","0","5","0","0","2","0","0","0","27","0","35","6","0","0","1","2","0","0","0","0","0","0","0","1","0","27","7","3","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","aberr101","haywb102","paigs101","paigs101","haywb102","davip102","neilr101","renfc101","willj111","hoskb101","aberr101","steee102","","19471026","0","LOS02","MLS","W","exhibition","y","1947"
"KCR194710260","KCR","0","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","7","lower","29","3","7","1","1","0","3","0","","0","","","","2","","","0","27","","34","6","0","0","1","2","0","0","","0","0","0","0","1","","27","7","3","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","aberr101","haywb102","paigs101","paigs101","haywb102","davip102","neilr101","renfc101","willj111","hoskb101","aberr101","steee102","","19471026","0","LOS02","MLS","W","exhibition","y","1947"
"KCR194710260","KCR","0","0","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","7","upper","29","3","7","1","1","0","3","0","","0","","","","2","","","0","27","","35","6","0","0","1","2","0","0","","6","0","0","0","1","","27","7","3","0","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","aberr101","haywb102","paigs101","paigs101","haywb102","davip102","neilr101","renfc101","willj111","hoskb101","aberr101","steee102","","19471026","0","LOS02","MLS","W","exhibition","y","1947"
"KCR194711020","KCR","1","1","4","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","6","value","34","8","11","0","0","2","7","1","0","2","1","0","0","0","0","1","0","27","0","35","4","2","0","0","0","0","4","0","0","0","0","0","0","0","27","7","0","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","aberr101","greej108","paigs101","paigs101","greej108","davip102","neilr101","renfc101","willj111","hoskb101","aberr101","steee102","","19471102","0","LOS02","ASF","W","exhibition","y","1947"
"KCR194711020","KCR","1","1","4","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","6","lower","34","8","11","0","0","2","7","1","","0","","","","0","","","0","27","","31","4","2","0","0","0","0","4","","0","0","0","0","0","","27","7","0","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","aberr101","greej108","paigs101","paigs101","greej108","davip102","neilr101","renfc101","willj111","hoskb101","aberr101","steee102","","19471102","0","LOS02","ASF","W","exhibition","y","1947"
"KCR194711020","KCR","1","1","4","0","0","0","1","1","","","","","","","","","","","","","","","","","","","","","6","upper","34","8","11","1","0","2","7","1","","2","","","","0","","","0","27","","35","4","2","0","0","0","0","4","","15","0","0","0","0","","27","7","0","1","0","0","willj111","neilr101","steee102","davip102","hoskb101","renfc101","aberr101","greej108","paigs101","paigs101","greej108","davip102","neilr101","renfc101","willj111","hoskb101","aberr101","steee102","","19471102","0","LOS02","ASF","W","exhibition","y","1947"
